% fringe_data_nov02.txt
%
% Reformated but otherwise unadjusted version of Margie Weiler's
% 19 November 2002 fringe model parameters.  This is based on
% the September 2002 fringe data except Margie has added amplitude
% and phase values for previously "bad" channels.
%
% Last updated: Scott Hannon, 20 November 2002
%
% ID  LMID M  ind   freq     amplitude      phase        period        beta
%---- ---- -- --- -------- ------------- ------------- ------------- ---------
  572 1806 9   37  837.823 1.0123128e-02 8.2133723e+02 8.7100000e-01 8.000e-05
  573 1805 9   36  838.220 1.1297762e-02 8.2134642e+02 8.7100000e-01 8.000e-05
  574 1804 9   35  838.616 1.5967020e-02 8.2138369e+02 8.7100000e-01 8.000e-05
  575 1803 9   34  839.013 2.0531906e-02 8.2139771e+02 8.7100000e-01 8.000e-05
  576 1802 9   33  839.410 2.4284368e-02 8.2140929e+02 8.7100000e-01 8.000e-05
  577 1801 9   32  839.808 2.5859887e-02 8.2142210e+02 8.7100000e-01 8.000e-05
  578 1800 9   31  840.206 2.7502500e-02 8.2145233e+02 8.7100000e-01 8.000e-05
  579 1799 9   30  840.605 2.6523246e-02 8.2147234e+02 8.7100000e-01 8.000e-05
  580 1798 9   29  841.003 2.5430333e-02 8.2146549e+02 8.7100000e-01 8.000e-05
  581 1797 9   28  841.402 2.3563564e-02 8.2147538e+02 8.7100000e-01 8.000e-05
  582 1796 9   27  841.802 2.5798926e-02 8.2150321e+02 8.7100000e-01 8.000e-05
  583 1795 9   26  842.202 2.8034287e-02 8.2153104e+02 8.7100000e-01 8.000e-05
  584 1794 9   25  842.602 2.2486702e-02 8.2153273e+02 8.7100000e-01 8.000e-05
  585 1793 9   24  843.002 2.3802915e-02 8.2157761e+02 8.7100000e-01 8.000e-05
  586 1792 9   23  843.403 2.3695852e-02 8.2158707e+02 8.7100000e-01 8.000e-05
  587 1791 9   22  843.805 2.5288474e-02 8.2161209e+02 8.7100000e-01 8.000e-05
  588 1790 9   21  844.206 2.2703185e-02 8.2162368e+02 8.7100000e-01 8.000e-05
  589 1789 9   20  844.608 2.1347411e-02 8.2164463e+02 8.7100000e-01 8.000e-05
  590 1788 9   19  845.010 2.0553121e-02 8.2165099e+02 8.7100000e-01 8.000e-05
  591 1787 9   18  845.413 2.3041729e-02 8.2167023e+02 8.7100000e-01 8.000e-05
  592 1786 9   17  845.816 2.3977458e-02 8.2171039e+02 8.7100000e-01 8.000e-05
  593 1785 9   16  846.220 2.1498106e-02 8.2178881e+02 8.7100000e-01 8.000e-05
  594 1784 9   15  846.623 1.6419019e-02 8.2186736e+02 8.7100000e-01 8.000e-05
  595 1783 9   14  847.028 1.5352097e-02 8.2187014e+02 8.7100000e-01 8.000e-05
  596 1782 9   13  847.432 1.5882967e-02 8.2184395e+02 8.7100000e-01 8.000e-05
  597 1781 9   12  847.837 1.8676487e-02 8.2179427e+02 8.7100000e-01 8.000e-05
  598 1780 9   11  848.242 1.8231326e-02 8.2175623e+02 8.7100000e-01 8.000e-05
  599 1779 9   10  848.648 1.7150758e-02 8.2187259e+02 8.7100000e-01 8.000e-05
  600 1778 9    9  849.054 1.5251806e-02 8.2189877e+02 8.7100000e-01 8.000e-05
  601 1777 9    8  849.460 1.4248692e-02 8.2193213e+02 8.7100000e-01 8.000e-05
  602 1776 9    7  849.867 1.3856163e-02 8.2192551e+02 8.7100000e-01 8.000e-05
  603 1775 9    6  850.274 1.9710271e-02 8.2194399e+02 8.7100000e-01 8.000e-05
  604 1774 9    5  850.681 2.5564378e-02 8.2196247e+02 8.7100000e-01 8.000e-05
  605 1773 9    4  851.089 2.3785193e-02 8.2196028e+02 8.7100000e-01 8.000e-05
  606 1772 9    3  851.497 2.3785193e-02 8.2195336e+02 8.7100000e-01 8.000e-05
  607 1771 9    2  851.906 2.6758342e-02 8.2208611e+02 8.7100000e-01 8.000e-05
  608 1770 9    1  852.314 3.8379171e-02 8.2189794e+02 8.7100000e-01 8.000e-05
  609 1769 8  161  851.407 5.0000000e-02 9.4182385e+02 8.6900000e-01 8.000e-05
  610 1768 8  160  851.714 5.0000000e-02 9.4191385e+02 8.6900000e-01 8.000e-05
  611 1767 8  159  852.021 6.9000000e-02 9.4186385e+02 8.6900000e-01 8.000e-05
  612 1766 8  158  852.328 5.4000000e-02 9.4188385e+02 8.6900000e-01 8.000e-05
  613 1765 8  157  852.635 5.2000000e-02 9.4183385e+02 8.6900000e-01 8.000e-05
  614 1764 8  156  852.943 6.6000000e-02 9.4184385e+02 8.6900000e-01 8.000e-05
  615 1763 8  155  853.250 6.2000000e-02 9.4189385e+02 8.6900000e-01 8.000e-05
  616 1762 8  154  853.559 4.8000000e-02 9.4189385e+02 8.6900000e-01 8.000e-05
  617 1761 8  153  853.867 5.1000000e-02 9.4185385e+02 8.6900000e-01 8.000e-05
  618 1760 8  152  854.175 5.9000000e-02 9.4188385e+02 8.6900000e-01 8.000e-05
  619 1759 8  151  854.484 5.3000000e-02 9.4192385e+02 8.6900000e-01 8.000e-05
  620 1758 8  150  854.793 5.0122206e-02 9.4194129e+02 8.6900000e-01 8.000e-05
  621 1757 8  149  855.102 4.8000000e-02 9.4188385e+02 8.6900000e-01 8.000e-05
  622 1756 8  148  855.412 4.8737366e-02 9.4193237e+02 8.6900000e-01 8.000e-05
  623 1755 8  147  855.722 4.9474732e-02 9.4198088e+02 8.6900000e-01 8.000e-05
  624 1754 8  146  856.032 5.2290277e-02 9.4198634e+02 8.6900000e-01 8.000e-05
  625 1753 8  145  856.342 5.2580200e-02 9.4192352e+02 8.6900000e-01 8.000e-05
  626 1752 8  144  856.652 5.5910707e-02 9.4197025e+02 8.6900000e-01 8.000e-05
  627 1751 8  143  856.963 3.5000000e-02 9.4197385e+02 8.6900000e-01 8.000e-05
  628 1750 8  142  857.274 3.0000000e-02 9.4192385e+02 8.6900000e-01 8.000e-05
  629 1749 8  141  857.585 3.7977805e-02 9.4200252e+02 8.6900000e-01 8.000e-05
  630 1748 8  140  857.897 3.2988903e-02 9.4198319e+02 8.6900000e-01 8.000e-05
  631 1747 8  139  858.208 2.8000000e-02 9.4196385e+02 8.6900000e-01 8.000e-05
  632 1746 8  138  858.520 3.2655632e-02 9.4197875e+02 8.6900000e-01 8.000e-05
  633 1745 8  137  858.832 4.2546449e-02 9.4197871e+02 8.6900000e-01 8.000e-05
  634 1744 8  136  859.145 4.1670083e-02 9.4197315e+02 8.6900000e-01 8.000e-05
  635 1743 8  135  859.458 4.7844035e-02 9.4203990e+02 8.6900000e-01 8.000e-05
  636 1742 8  134  859.770 3.9021146e-02 9.4197641e+02 8.6900000e-01 8.000e-05
  637 1741 8  133  860.084 3.0198257e-02 9.4191292e+02 8.6900000e-01 8.000e-05
  638 1740 8  132  860.397 3.1960028e-02 9.4202324e+02 8.6900000e-01 8.000e-05
  639 1739 8  131  860.711 2.0000000e-02 9.4192385e+02 8.6900000e-01 8.000e-05
  640 1738 8  130  861.025 3.5859525e-02 9.4195261e+02 8.6900000e-01 8.000e-05
  641 1737 8  129  861.339 3.6742887e-02 9.4199988e+02 8.6900000e-01 8.000e-05
  642 1736 8  128  861.653 3.0180654e-02 9.4197606e+02 8.6900000e-01 8.000e-05
  643 1735 8  127  861.968 1.9332268e-02 9.4200020e+02 8.6900000e-01 8.000e-05
  644 1734 8  126  862.283 3.4207384e-02 9.4199308e+02 8.6900000e-01 8.000e-05
  645 1733 8  125  862.598 2.2448549e-02 9.4196808e+02 8.6900000e-01 8.000e-05
  646 1732 8  124  862.913 1.6694578e-02 9.4197020e+02 8.6900000e-01 8.000e-05
  647 1731 8  123  863.229 2.6132897e-02 9.4198976e+02 8.6900000e-01 8.000e-05
  648 1730 8  122  863.545 3.1136475e-02 9.4198263e+02 8.6900000e-01 8.000e-05
  649 1729 8  121  863.861 2.6946546e-02 9.4200436e+02 8.6900000e-01 8.000e-05
  650 1728 8  120  864.177 1.8527413e-02 9.4201387e+02 8.6900000e-01 8.000e-05
  651 1727 8  119  864.494 2.2344814e-02 9.4195696e+02 8.6900000e-01 8.000e-05
  652 1726 8  118  864.811 2.7042417e-02 9.4200659e+02 8.6900000e-01 8.000e-05
  653 1725 8  117  865.128 3.0633755e-02 9.4202717e+02 8.6900000e-01 8.000e-05
  654 1724 8  116  865.445 2.1192614e-02 9.4197972e+02 8.6900000e-01 8.000e-05
  655 1723 8  115  865.763 2.5097444e-02 9.4193144e+02 8.6900000e-01 8.000e-05
  656 1722 8  114  866.081 2.1243583e-02 9.4204975e+02 8.6900000e-01 8.000e-05
  657 1721 8  113  866.399 2.4484468e-02 9.4205010e+02 8.6900000e-01 8.000e-05
  658 1720 8  112  866.717 2.5486122e-02 9.4201440e+02 8.6900000e-01 8.000e-05
  659 1719 8  111  867.036 2.8186540e-02 9.4200478e+02 8.6900000e-01 8.000e-05
  660 1718 8  110  867.355 3.0139482e-02 9.4201097e+02 8.6900000e-01 8.000e-05
  661 1717 8  109  867.674 2.3888441e-02 9.4196519e+02 8.6900000e-01 8.000e-05
  662 1716 8  108  867.993 3.2000000e-02 9.4194385e+02 8.6900000e-01 8.000e-05
  663 1715 8  107  868.313 3.8484473e-02 9.4206913e+02 8.6900000e-01 8.000e-05
  664 1714 8  106  868.633 1.7000000e-02 9.4203385e+02 8.6900000e-01 8.000e-05
  665 1713 8  105  868.953 2.6672371e-02 9.4198008e+02 8.6900000e-01 8.000e-05
  666 1712 8  104  869.274 2.6608935e-02 9.4195597e+02 8.6900000e-01 8.000e-05
  667 1711 8  103  869.594 2.7861009e-02 9.4210014e+02 8.6900000e-01 8.000e-05
  668 1710 8  102  869.915 2.6608935e-02 9.4211099e+02 8.6900000e-01 8.000e-05
  669 1709 8  101  870.236 2.6429893e-02 9.4191954e+02 8.6900000e-01 8.000e-05
  670 1708 8  100  870.558 3.2368898e-02 9.4207568e+02 8.6900000e-01 8.000e-05
  671 1707 8   99  870.879 1.7264611e-02 9.4206319e+02 8.6900000e-01 8.000e-05
  672 1706 8   98  871.201 1.7282438e-02 9.4206066e+02 8.6900000e-01 8.000e-05
  673 1705 8   97  871.524 2.0712778e-02 9.4207143e+02 8.6900000e-01 8.000e-05
  674 1704 8   96  871.846 2.5612864e-02 9.4209233e+02 8.6900000e-01 8.000e-05
  675 1703 8   95  872.169 2.9810745e-02 9.4209509e+02 8.6900000e-01 8.000e-05
  676 1702 8   94  872.492 2.1000000e-02 9.4203385e+02 8.6900000e-01 8.000e-05
  677 1701 8   93  872.815 3.3112783e-02 9.4209054e+02 8.6900000e-01 8.000e-05
  678 1700 8   92  873.138 2.2000000e-02 9.4219385e+02 8.6900000e-01 8.000e-05
  679 1699 8   91  873.462 1.9867670e-02 9.4216198e+02 8.6900000e-01 8.000e-05
  680 1698 8   90  873.786 2.4000000e-02 9.4208385e+02 8.6900000e-01 8.000e-05
  681 1697 8   89  874.110 2.0922503e-02 9.4167664e+02 8.6900000e-01 8.000e-05
  682 1696 8   88  874.435 2.3822342e-02 9.4143690e+02 8.6900000e-01 8.000e-05
  683 1695 8   87  874.760 1.6000000e-02 9.4102385e+02 8.6900000e-01 8.000e-05
  684 1694 8   86  875.085 3.4366865e-02 9.4096325e+02 8.6900000e-01 8.000e-05
  685 1693 8   85  875.410 2.8583563e-02 9.4108113e+02 8.6900000e-01 8.000e-05
  686 1692 8   84  875.736 2.2890618e-02 9.4109023e+02 8.6900000e-01 8.000e-05
  687 1691 8   83  876.061 2.2890618e-02 9.4099113e+02 8.6900000e-01 8.000e-05
  688 1690 8   82  876.387 2.8755822e-02 9.4105191e+02 8.6900000e-01 8.000e-05
  689 1689 8   81  876.714 3.4621025e-02 9.4111268e+02 8.6900000e-01 8.000e-05
  690 1688 8   80  877.040 1.7124966e-02 9.4123633e+02 8.6900000e-01 8.000e-05
  691 1687 8   79  877.367 1.9000000e-02 9.4113385e+02 8.6900000e-01 8.000e-05
  692 1686 8   78  877.694 2.9760016e-02 9.4121101e+02 8.6900000e-01 8.000e-05
  693 1685 8   77  878.022 2.5534031e-02 9.4124413e+02 8.6900000e-01 8.000e-05
  694 1684 8   76  878.349 2.0000000e-02 9.4111385e+02 8.6900000e-01 8.000e-05
  695 1683 8   75  878.677 2.3000000e-02 9.4120385e+02 8.6900000e-01 8.000e-05
  696 1682 8   74  879.005 3.3912369e-02 9.4128147e+02 8.6900000e-01 8.000e-05
  697 1681 8   73  879.334 2.2479937e-02 9.4132037e+02 8.6900000e-01 8.000e-05
  698 1680 8   72  879.662 1.9000000e-02 9.4122385e+02 8.6900000e-01 8.000e-05
  699 1679 8   71  879.991 2.7682272e-02 9.4127950e+02 8.6900000e-01 8.000e-05
  700 1678 8   70  880.320 2.2839899e-02 9.4139451e+02 8.6900000e-01 8.000e-05
  701 1677 8   69  880.650 3.0892921e-02 9.4138092e+02 8.6900000e-01 8.000e-05
  702 1676 8   68  880.980 3.3557784e-02 9.4128857e+02 8.6900000e-01 8.000e-05
  703 1675 8   67  881.310 3.5859525e-02 9.4140342e+02 8.6900000e-01 8.000e-05
  704 1674 8   66  881.640 3.7977805e-02 9.4140337e+02 8.6900000e-01 8.000e-05
  705 1673 8   65  881.970 2.6250808e-02 9.4135427e+02 8.6900000e-01 8.000e-05
  706 1672 8   64  882.301 3.8506417e-02 9.4139160e+02 8.6900000e-01 8.000e-05
  707 1671 8   63  882.632 3.9914184e-02 9.4142643e+02 8.6900000e-01 8.000e-05
  708 1670 8   62  882.963 2.3559296e-02 9.4145875e+02 8.6900000e-01 8.000e-05
  709 1669 8   61  883.295 3.0000000e-02 9.4137385e+02 8.6900000e-01 8.000e-05
  710 1668 8   60  883.627 4.4161245e-02 9.4143772e+02 8.6900000e-01 8.000e-05
  711 1667 8   59  883.959 3.4621025e-02 9.4144630e+02 8.6900000e-01 8.000e-05
  712 1666 8   58  884.291 3.5873088e-02 9.4146518e+02 8.6900000e-01 8.000e-05
  713 1665 8   57  884.624 4.4121258e-02 9.4141726e+02 8.6900000e-01 8.000e-05
  714 1664 8   56  884.957 5.6306692e-02 9.4147799e+02 8.6900000e-01 8.000e-05
  715 1663 8   55  885.290 4.6912531e-02 9.4149346e+02 8.6900000e-01 8.000e-05
  716 1662 8   54  885.623 3.7526263e-02 9.4146214e+02 8.6900000e-01 8.000e-05
  717 1661 8   53  885.957 6.0147222e-02 9.4145546e+02 8.6900000e-01 8.000e-05
  718 1660 8   52  886.291 5.0039947e-02 9.4155357e+02 8.6900000e-01 8.000e-05
  719 1659 8   51  886.625 4.3327875e-02 9.4150680e+02 8.6900000e-01 8.000e-05
  720 1658 8   50  886.960 5.8652819e-02 9.4144748e+02 8.6900000e-01 8.000e-05
  721 1657 8   49  887.294 5.6525201e-02 9.4155194e+02 8.6900000e-01 8.000e-05
  722 1656 8   48  887.629 5.4818438e-02 9.4153045e+02 8.6900000e-01 8.000e-05
  723 1655 8   47  887.965 5.1944842e-02 9.4152446e+02 8.6900000e-01 8.000e-05
  724 1654 8   46  888.300 5.9489662e-02 9.4152510e+02 8.6900000e-01 8.000e-05
  725 1653 8   45  888.636 5.3844110e-02 9.4155511e+02 8.6900000e-01 8.000e-05
  726 1652 8   44  888.972 4.2387101e-02 9.4155616e+02 8.6900000e-01 8.000e-05
  727 1651 8   43  889.309 5.1476385e-02 9.4154141e+02 8.6900000e-01 8.000e-05
  728 1650 8   42  889.645 6.6650112e-02 9.4157905e+02 8.6900000e-01 8.000e-05
  729 1649 8   41  889.982 5.4852141e-02 9.4156581e+02 8.6900000e-01 8.000e-05
  730 1648 8   40  890.319 5.1537973e-02 9.4151892e+02 8.6900000e-01 8.000e-05
  731 1647 8   39  890.657 7.7343648e-02 9.4157919e+02 8.6900000e-01 8.000e-05
  732 1646 8   38  890.995 7.0712217e-02 9.4162833e+02 8.6900000e-01 8.000e-05
  733 1645 8   37  891.333 5.6868664e-02 9.4165470e+02 8.6900000e-01 8.000e-05
  734 1644 8   36  891.671 5.5912335e-02 9.4161145e+02 8.6900000e-01 8.000e-05
  735 1643 8   35  892.009 7.1132844e-02 9.4163128e+02 8.6900000e-01 8.000e-05
  736 1642 8   34  892.348 6.2999078e-02 9.4162083e+02 8.6900000e-01 8.000e-05
  737 1641 8   33  892.687 5.4865312e-02 9.4161038e+02 8.6900000e-01 8.000e-05
  738 1640 8   32  893.027 5.8319779e-02 9.4162389e+02 8.6900000e-01 8.000e-05
  739 1639 8   31  893.366 6.3925544e-02 9.4167869e+02 8.6900000e-01 8.000e-05
  740 1638 8   30  893.706 5.0000000e-02 9.4165385e+02 8.6900000e-01 8.000e-05
  741 1637 8   29  894.046 7.2938809e-02 9.4172747e+02 8.6900000e-01 8.000e-05
  742 1636 8   28  894.387 4.2994939e-02 9.4171240e+02 8.6900000e-01 8.000e-05
  743 1635 8   27  894.727 4.2994939e-02 9.4172385e+02 8.6900000e-01 8.000e-05
  744 1634 8   26  895.068 5.0000000e-02 9.4164385e+02 8.6900000e-01 8.000e-05
  745 1633 8   25  895.410 5.8796304e-02 9.4166947e+02 8.6900000e-01 8.000e-05
  746 1632 8   24  895.751 5.8294422e-02 9.4173507e+02 8.6900000e-01 8.000e-05
  747 1631 8   23  896.093 5.1327821e-02 9.4169679e+02 8.6900000e-01 8.000e-05
  748 1630 8   22  896.435 6.8279504e-02 9.4175290e+02 8.6900000e-01 8.000e-05
  749 1629 8   21  896.778 5.7275276e-02 9.4172293e+02 8.6900000e-01 8.000e-05
  750 1628 8   20  897.120 6.0493780e-02 9.4173817e+02 8.6900000e-01 8.000e-05
  751 1627 8   19  897.463 4.9000000e-02 9.4170385e+02 8.6900000e-01 8.000e-05
  752 1626 8   18  897.806 6.7420341e-02 9.4177300e+02 8.6900000e-01 8.000e-05
  753 1625 8   17  898.150 5.4710171e-02 9.4177342e+02 8.6900000e-01 8.000e-05
  754 1624 8   16  898.494 4.2000000e-02 9.4177385e+02 8.6900000e-01 8.000e-05
  755 1623 8   15  898.838 6.6975120e-02 9.4182245e+02 8.6900000e-01 8.000e-05
  756 1622 8   14  899.182 6.5268643e-02 9.4182514e+02 8.6900000e-01 8.000e-05
  757 1621 8   13  899.527 6.1235350e-02 9.4184775e+02 8.6900000e-01 8.000e-05
  758 1620 8   12  899.871 5.0000000e-02 9.4177385e+02 8.6900000e-01 8.000e-05
  759 1619 8   11  900.217 5.7175154e-02 9.4179463e+02 8.6900000e-01 8.000e-05
  760 1618 8   10  900.562 5.6254566e-02 9.4186064e+02 8.6900000e-01 8.000e-05
  761 1617 8    9  900.908 5.2290277e-02 9.4186638e+02 8.6900000e-01 8.000e-05
  762 1616 8    8  901.254 5.6756228e-02 9.4184876e+02 8.6900000e-01 8.000e-05
  763 1615 8    7  901.600 6.1222178e-02 9.4183114e+02 8.6900000e-01 8.000e-05
  764 1614 8    6  901.947 4.1263515e-02 9.4189595e+02 8.6900000e-01 8.000e-05
  765 1613 8    5  902.293 4.4203548e-02 9.4183912e+02 8.6900000e-01 8.000e-05
  766 1612 8    4  902.641 5.4063558e-02 9.4191713e+02 8.6900000e-01 8.000e-05
  767 1611 8    3  902.988 6.0480708e-02 9.4197332e+02 8.6900000e-01 8.000e-05
  768 1610 8    2  903.336 4.7086630e-02 9.4187651e+02 8.6900000e-01 8.000e-05
  769 1609 8    1  903.683 6.0480708e-02 9.4189095e+02 8.6900000e-01 8.000e-05
  770 1608 7  167  911.140 1.6696598e-02 9.4117221e+02 8.6900000e-01 8.000e-05
  771 1607 7  166  911.494 6.1162322e-02 9.4159787e+02 8.6900000e-01 8.000e-05
  772 1606 7  165  911.849 6.1162322e-02 9.4169759e+02 8.6900000e-01 8.000e-05
  773 1605 7  164  912.205 3.8929460e-02 9.4199300e+02 8.6900000e-01 8.000e-05
  774 1604 7  163  912.560 1.6696598e-02 9.4228841e+02 8.6900000e-01 8.000e-05
  775 1603 7  162  912.916 2.5175382e-02 9.4231121e+02 8.6900000e-01 8.000e-05
  776 1602 7  161  913.272 1.6333635e-02 9.4240509e+02 8.6900000e-01 8.000e-05
  777 1601 7  160  913.629 1.3970043e-02 9.4230618e+02 8.6900000e-01 8.000e-05
  778 1600 7  159  913.986 1.9433343e-02 9.4231861e+02 8.6900000e-01 8.000e-05
  779 1599 7  158  914.343 1.9289654e-02 9.4240345e+02 8.6900000e-01 8.000e-05
  780 1598 7  157  914.700 1.6246039e-02 9.4239076e+02 8.6900000e-01 8.000e-05
  781 1597 7  156  915.057 1.1529967e-02 9.4238653e+02 8.6900000e-01 8.000e-05
  782 1596 7  155  915.415 6.2527120e-03 9.4239640e+02 8.6900000e-01 8.000e-05
  783 1595 7  154  915.773 5.8914390e-03 9.4241181e+02 8.6900000e-01 8.000e-05
  784 1594 7  153  916.132 5.5301660e-03 9.4242722e+02 8.6900000e-01 8.000e-05
  785 1593 7  152  916.491 5.5301660e-03 9.4243340e+02 8.6900000e-01 8.000e-05
  786 1592 7  151  916.850 1.2478347e-02 9.4245341e+02 8.6900000e-01 8.000e-05
  787 1591 7  150  917.209 1.8813514e-02 9.4245812e+02 8.6900000e-01 8.000e-05
  788 1590 7  149  917.569 1.8542998e-02 9.4249638e+02 8.6900000e-01 8.000e-05
  789 1589 7  148  917.929 2.1221982e-02 9.4246645e+02 8.6900000e-01 8.000e-05
  790 1588 7  147  918.289 1.9344555e-02 9.4250989e+02 8.6900000e-01 8.000e-05
  791 1587 7  146  918.649 2.1831645e-02 9.4255125e+02 8.6900000e-01 8.000e-05
  792 1586 7  145  919.010 2.2167649e-02 9.4155293e+02 8.6900000e-01 8.000e-05
  793 1585 7  144  919.371 2.3851043e-02 9.4162004e+02 8.6900000e-01 8.000e-05
  794 1584 7  143  919.733 1.9215709e-02 9.4169194e+02 8.6900000e-01 8.000e-05
  795 1583 7  142  920.094 1.5027192e-02 9.4167612e+02 8.6900000e-01 8.000e-05
  796 1582 7  141  920.456 1.5206997e-02 9.4168456e+02 8.6900000e-01 8.000e-05
  797 1581 7  140  920.819 2.6121728e-02 9.4171030e+02 8.6900000e-01 8.000e-05
  798 1580 7  139  921.181 3.0702357e-02 9.4171064e+02 8.6900000e-01 8.000e-05
  799 1579 7  138  921.544 3.6569002e-02 9.4173000e+02 8.6900000e-01 8.000e-05
  800 1578 7  137  921.907 3.5574564e-02 9.4168707e+02 8.6900000e-01 8.000e-05
  801 1577 7  136  922.271 4.1239229e-02 9.4166865e+02 8.6900000e-01 8.000e-05
  802 1576 7  135  922.634 3.5134708e-02 9.4170473e+02 8.6900000e-01 8.000e-05
  803 1575 7  134  922.998 2.6688478e-02 9.4170563e+02 8.6900000e-01 8.000e-05
  804 1574 7  133  923.363 1.7235965e-02 9.4167191e+02 8.6900000e-01 8.000e-05
  805 1573 7  132  923.727 2.0104947e-02 9.4169953e+02 8.6900000e-01 8.000e-05
  806 1572 7  131  924.092 3.3839833e-02 9.4169675e+02 8.6900000e-01 8.000e-05
  807 1571 7  130  924.458 3.8543383e-02 9.4172292e+02 8.6900000e-01 8.000e-05
  808 1570 7  129  924.823 1.3796446e-02 9.4167368e+02 8.6900000e-01 8.000e-05
  809 1569 7  128  925.189 2.5117447e-02 9.4163413e+02 8.6900000e-01 8.000e-05
  810 1568 7  127  925.555 1.0180382e-02 9.4165177e+02 8.6900000e-01 8.000e-05
  811 1567 7  126  925.922 8.2258000e-03 9.4167153e+02 8.6900000e-01 8.000e-05
  812 1566 7  125  926.288 1.2785965e-02 9.4157890e+02 8.6900000e-01 8.000e-05
  813 1565 7  124  926.655 1.6333635e-02 9.4167907e+02 8.6900000e-01 8.000e-05
  814 1564 7  123  927.023 2.2119800e-02 9.4171821e+02 8.6900000e-01 8.000e-05
  815 1563 7  122  927.390 9.4034430e-03 9.4166346e+02 8.6900000e-01 8.000e-05
  816 1562 7  121  927.758 1.7603227e-02 9.4166999e+02 8.6900000e-01 8.000e-05
  817 1561 7  120  928.126 1.9774622e-02 9.4174097e+02 8.6900000e-01 8.000e-05
  818 1560 7  119  928.495 2.2479937e-02 9.4173155e+02 8.6900000e-01 8.000e-05
  819 1559 7  118  928.864 2.3559296e-02 9.4174196e+02 8.6900000e-01 8.000e-05
  820 1558 7  117  929.233 3.9266118e-02 9.4175330e+02 8.6900000e-01 8.000e-05
  821 1557 7  116  929.602 2.4816557e-02 9.4172190e+02 8.6900000e-01 8.000e-05
  822 1556 7  115  929.972 4.1638277e-02 9.4170828e+02 8.6900000e-01 8.000e-05
  823 1555 7  114  930.342 2.2299891e-02 9.4171146e+02 8.6900000e-01 8.000e-05
  824 1554 7  113  930.712 4.3772735e-02 9.4168183e+02 8.6900000e-01 8.000e-05
  825 1553 7  112  931.083 3.2493000e-02 9.4177614e+02 8.6900000e-01 8.000e-05
  826 1552 7  111  931.454 3.3520115e-02 9.4173582e+02 8.6900000e-01 8.000e-05
  827 1551 7  110  931.825 3.4547229e-02 9.4169550e+02 8.6900000e-01 8.000e-05
  828 1550 7  109  932.197 3.2290292e-02 9.4169312e+02 8.6900000e-01 8.000e-05
  829 1549 7  108  932.569 3.2967313e-02 9.4177968e+02 8.6900000e-01 8.000e-05
  830 1548 7  107  932.941 3.5887182e-02 9.4169031e+02 8.6900000e-01 8.000e-05
  831 1547 7  106  933.313 3.9919430e-02 9.4170658e+02 8.6900000e-01 8.000e-05
  832 1546 7  105  933.686 4.1529956e-02 9.4173402e+02 8.6900000e-01 8.000e-05
  833 1545 7  104  934.059 4.3140482e-02 9.4176146e+02 8.6900000e-01 8.000e-05
  834 1544 7  103  934.432 4.7579107e-02 9.4178612e+02 8.6900000e-01 8.000e-05
  835 1543 7  102  934.806 4.6858264e-02 9.4178657e+02 8.6900000e-01 8.000e-05
  836 1542 7  101  935.180 4.2731575e-02 9.4181698e+02 8.6900000e-01 8.000e-05
  837 1541 7  100  935.554 4.0258668e-02 9.4180146e+02 8.6900000e-01 8.000e-05
  838 1540 7   99  935.929 3.7785760e-02 9.4178593e+02 8.6900000e-01 8.000e-05
  839 1539 7   98  936.304 4.2567779e-02 9.4177417e+02 8.6900000e-01 8.000e-05
  840 1538 7   97  936.679 4.3637706e-02 9.4181646e+02 8.6900000e-01 8.000e-05
  841 1537 7   96  937.055 6.1063715e-02 9.4189193e+02 8.6900000e-01 8.000e-05
  842 1536 7   95  937.430 3.9731424e-02 9.4185038e+02 8.6900000e-01 8.000e-05
  843 1535 7   94  937.807 6.5243320e-02 9.4185759e+02 8.6900000e-01 8.000e-05
  844 1534 7   93  938.183 5.2639068e-02 9.4186581e+02 8.6900000e-01 8.000e-05
  845 1533 7   92  938.560 5.6433929e-02 9.4186426e+02 8.6900000e-01 8.000e-05
  846 1532 7   91  938.937 5.8076037e-02 9.4188425e+02 8.6900000e-01 8.000e-05
  847 1531 7   90  939.314 6.0193750e-02 9.4184011e+02 8.6900000e-01 8.000e-05
  848 1530 7   89  939.692 6.4499307e-02 9.4193646e+02 8.6900000e-01 8.000e-05
  849 1529 7   88  940.070 7.1031902e-02 9.4191124e+02 8.6900000e-01 8.000e-05
  850 1528 7   87  940.448 6.5816565e-02 9.4193832e+02 8.6900000e-01 8.000e-05
  851 1527 7   86  940.827 6.5646925e-02 9.4196138e+02 8.6900000e-01 8.000e-05
  852 1526 7   85  941.206 6.1051450e-02 9.4197506e+02 8.6900000e-01 8.000e-05
  853 1525 7   84  941.585 7.5305262e-02 9.4187103e+02 8.6900000e-01 8.000e-05
  854 1524 7   83  941.965 7.7847188e-02 9.4195343e+02 8.6900000e-01 8.000e-05
  855 1523 7   82  942.345 5.2463090e-02 9.4197211e+02 8.6900000e-01 8.000e-05
  856 1522 7   81  942.725 6.6494720e-02 9.4196422e+02 8.6900000e-01 8.000e-05
  857 1521 7   80  943.105 6.3778243e-02 9.4196878e+02 8.6900000e-01 8.000e-05
  858 1520 7   79  943.486 6.1563512e-02 9.4201952e+02 8.6900000e-01 8.000e-05
